Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Libya,LBY,Military expenditure (current USD),MS.MIL.XPND.CD,5571997.77120089,7167997.13280115,16687993.3248027,18675992.529603,21475991.4096034,29119988.3520047,58519976.5920094,79519968.1920127,95479961.8080153,143079942.768023,242479903.008039,243035871.645628,202768227.100414,298307480.018398,431682379.049556,287788252.699704,326295131.582059,479647087.83284,729941800.568145,853569148.558863,1074139253.03411,557334522.313648,709332450.608506,,,,,,,,,,,,,,,1251990817.28745,1443621758.26714,1153487088.49079,1085534664.87046,819747993.600677,452513614.757453,541401766.516621,685073220.074025,690930769.348354,614356296.200431,639137046.188937,1100068652.12985,,,,2987413407.73267,3964690154.13652,3755652496.35093,,,,,,,,,
St. Lucia,LCA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Military expenditure (current USD),MS.MIL.XPND.CD,1041102128.14931,952115934.094736,1470078056.67469,1558299418.01483,1478294197.3849,1824898849.29905,1976690415.89209,2118145676.08668,2082974249.8368,2293646403.13552,2857196045.15583,3463134106.21513,4049748251.43731,5404489651.82689,6663039430.8653,6151351163.82316,7997666536.32806,8801988932.41533,10052914879.9512,12832437366.4295,15264830901.4694,16537685105.3236,13494643916.0338,12366658646.4374,11485659135.2246,10765543058.2929,10967958016.6869,13005289827.4721,14628912315.4906,16667103944.2258,18390336641.763,15995707550.6431,15665466436.5317,19231521504.3279,24113773839.5274,28627321101.0511,29578441979.8626,29318097188.2959,30192020605.4271,25433071539.0997,27240878883.0351,27330299656.2257,22856595391.2309,22188309682.0146,25168488710.6536,32708555562.8787,37949010240.4296,46583560656.9122,56398851594.416,56235033581.803,68482903993.8902,73819638767.9944,75357021898.8786,78498565892.9285,72777697944.0143,59425618477.3083,56685347152.0914,66628054198.9311,63994234881.5769,60569030927.3832,54537635567.7793,56824562080.6315,57260334679.4628,
Least developed countries: UN classification,LDC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,771447632.482126,931771366.688965,1033602529.28672,1117902850.63022,1420110713.56064,2301568431.66217,2785711432.5226,2978073965.41606,2837510351.24939,2860846361.0235,2986618540.49317,3456064510.71558,3430220700.53737,3657493033.23584,3871852683.60524,4378882699.03555,4851480154.12134,6922861757.56624,6414673956.28791,5604466163.48795,7970652234.70014,7846287479.25584,7051869116.49461,7426692378.50506,7931035214.71653,9181459160.57438,11842299523.4124,13412647197.3219,13134510344.7019,14930347449.6704,28628087747.3964,35466178199.7459,39355377033.2883,8369045348.03028,9990312189.01641,13267370204.7895,13500923610.5459,11305873813.1013,12508396981.4106,15731297506.8584,18307552010.0469,19915843320.0149,17444105503.0361,16664022472.8429,18726659105.9202,14715870609.1852,15097924964.8835,16815399178.0276,16825095992.7258,17465274869.459,
Low income,LIC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,521424799.768957,,,810016703.5856,1101915279.68099,1544975804.2233,1644516396.0015,1903645338.7288,2319115020.52534,2954387063.55651,3918362938.85824,3749668853.05047,3960416665.30215,4022131144.76209,4818008748.62715,4774771553.19635,5147764884.62981,5052102974.44884,5562493540.99005,2925409175.66552,5083775576.64424,6401796510.79009,5327446775.23031,4541423084.57347,4954678620.05498,2637035322.66603,2406672124.93979,2471676931.44467,3039064792.72432,3636042432.80205,3456265873.13134,3012973852.37799,3322083866.2471,3831886245.80706,4676255562.52647,4868985767.63787,6025366555.80624,7650628549.79343,9555957350.47839,9898678443.04567,7232614963.0181,8141082779.30511,4920914940.21636,5681351125.38997,6850828002.25901,7050864154.66133,6778173473.88611,8507514063.33472,6290061214.66148,4935653597.37696,5801694834.25131,5558590115.16337,5692947158.92981,
Liechtenstein,LIE,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Military expenditure (current USD),MS.MIL.XPND.CD,16653016.6530167,17083517.0835171,15849765.8497659,13917763.9177639,13938763.9387639,14474264.4742645,15282765.2827653,15711432.1626131,14305226.3216164,15863429.1887097,21042038.7173512,32258064.516129,,25146427.176884,28417847.6111717,30478781.0200124,23669757.489301,28081232.2562249,21946485.4234596,28073183.5754377,30811520.2245016,27684625.6566402,25974668.7039333,45952585.3641951,55750799.9779859,188947302.540994,172743269.33716,226699541.853033,165486625.501465,125682787.242247,187023405.694545,277389023.844917,326765473.561246,354785171.204953,437032405.074562,763663963.661622,767105591.680327,698792770.863774,733435634.700334,631014150.108657,822127365.590071,675016502.0194,571657950.222711,541695589.560821,619305492.420499,644211825.110948,791491040.668245,1054816810.24742,1511363006.99688,1522232372.004,1532026109.10635,1753321575.5438,1474902627.68117,1600841410.40839,1914591220.29078,2057866406.9716,1741456649.97426,1866534438.99382,1638914326.87567,1560094458.93163,1486440860.79499,1702947246.42396,1053464730.43733,
Lower middle income,LMC,Military expenditure (current USD),MS.MIL.XPND.CD,1405296504.10256,1512714859.08572,2071351236.23267,3040156727.4948,3455558182.17604,3945306042.37108,3663275343.49036,3750591483.27012,4410333665.30661,5194065973.83092,5814652600.49942,6361488940.42108,6500540812.33376,7336695336.15332,12795566322.1041,17089699965.1437,19564460201.9288,21774323790.1088,23682361838.6878,21103241420.4867,22887254306.905,26573126223.338,28541210773.3109,30573621193.1662,30241810013.809,32296524000.0461,35663905687.0074,42557525091.6275,46678007145.6436,41807385593.2218,42693957427.7189,39360234822.0462,42437859306.66,26425222914.4682,28446808164.2631,32196205067.392,35191879053.5923,38730499255.7965,39932551165.8596,44421528783.5368,47974079736.0137,51434655584.8754,47333782904.1502,64218672534.8451,77235837945.591,87346309251.2151,60602714867.2983,70514954549.083,83855154198.4566,90394646723.4281,102915022028.251,113017647667.774,119633332622.31,120448000778.666,126224903351.822,125496869847.497,132261585793.821,142697999150.667,144784765899.998,137792930177.135,140406073339.832,152236420266.622,194046026314.111,
Low & middle income,LMY,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83946430340.7682,88349056185.659,84932360548.2228,90479999402.5767,85062915440.0236,95312397923.559,104698445737.343,114441278186.981,121641802883.363,112177158618.981,115945446266.541,124643221610.303,132048711929.358,133625402645.166,160125618774.69,187212440066.268,217403585238.461,214314439282.122,260820118851.586,319250815944.982,338443836122.515,379627168063.529,431592741006.545,470268008914.37,507783470674.987,524701155164.893,501842612541.763,507933603610.486,540508663827.053,556340211175.647,562221845025.506,568989138233.092,611424116501.048,674783148662.996,
Lesotho,LSO,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,2291375.57284389,2780125.69503142,4013501.00337525,5370993.42892059,11639193.9745825,12392766.9544448,14965648.0816342,14069652.6344134,12285803.372919,10667797.3858849,13369627.5322425,18111226.2589451,16956458.6293199,22610459.5299465,24165932.3160645,22308171.454232,24237292.2956091,22140684.3873748,25853328.8273065,34373285.4712731,28347308.3140475,28700335.9404161,27807021.3520299,34078186.6869193,30555503.5209796,23390729.4306775,19559896.4015673,27363759.5426154,31386955.1015606,33619893.9196425,35224579.3060673,39834671.5644459,27350681.8605484,47399768.9312895,70661037.3680889,58169320.7531059,53240145.8227009,47941183.1723469,47693396.0282348,44025926.2497655,41489543.3648543,52594810.3725972,51064347.7548233,44845967.4627899,38618836.5314549,37044054.9502605,34668499.8975518,
Late-demographic dividend,LTE,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36055734401.5324,42795772208.4645,44895894540.1434,39768071472.7938,47110969155.3199,56736149649.2685,65414707581.9103,72343445333.8208,76822642152.4179,67661453687.9375,64550182551.8667,71762357275.5062,80157909775.621,85871596443.797,94801713439.1949,109688149140.601,129506959425.372,154013671334.861,189805875669.143,236717146525.232,248413380956.199,280396086620.335,322700904312.909,356550113327.307,389575122262.064,404667082679.136,361436256224.578,366078006791.326,384072247785.719,407346240901.134,409880139017.333,419420322490.548,469793407573.813,501955603323,
Lithuania,LTU,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12851641.9980257,20769763.769377,21062271.3845767,30453612.5,42260000,75611000,138175000,106450000,140400000,166875000,181481441.190549,210822413.235453,270841799.761921,303819006.351793,351605788.760387,442004493.34913,541390194.647615,404826028.671151,326320918.686429,344605215.42864,328631681.612931,354862149.703384,426913695.365894,471221026.949096,635448102.412289,812106965.019963,1056383744.67382,1093819973.13032,1174056765.07466,1306764427.62535,1732269220.0897,
Luxembourg,LUX,Military expenditure (current USD),MS.MIL.XPND.CD,4752423.9309612,5240786.51282378,6414460.28792098,6290401.61414037,8382342.82301439,8601012.63578868,8965462.32374583,7434773.63432581,6756897.21472551,7063034.95260952,7507663.57191724,8173511.12116127,10598709.5850438,13932271.6688859,16467478.4809318,20512075.3668481,23034715.2508666,25938648.110439,33109687.2163059,38273990.6278582,47360892.6137643,41726636.1092725,37433657.0500499,37178028.8418864,34928757.8493494,34433118.0761158,48297506.2446815,66087827.3632354,77710663.5179005,68628080.5510496,87355711.5484087,97334052.2155733,111320676.45306,97653069.7068746,113834573.485786,128521764.263556,127833884.333152,121130606.414131,129319441.153816,127052871.960121,115698727.119554,144712221.63036,138593169.491047,179459262.359853,212017959.420621,220210896.700791,223272213.026936,258432797.19653,213864576.848427,201432812.432711,247667357.574714,232152414.315602,214571871.297993,233682396.412975,252079423.061844,249528668.071421,235555944.6812,323138029.306824,355275426.979687,381773399.014778,425168129.488202,403263954.588458,564624774.479201,
Latvia,LVA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9864490.88653497,17691507.9721057,33900348.0435732,43560331.058516,38154934.5559927,37988313.1495215,42180166.50442,56568626.3912459,69990683.3593674,86966741.0976613,147224840.18431,189144251.392141,229353322.500953,272551115.779465,367825490.444438,481492627.144147,581752272.926594,363809251.070089,259672124.197467,296834929.212511,255740342.589249,283568932.739998,295728965.265711,282688255.517356,404552452.166263,482461999.113821,709370536.926218,691894312.583968,742049469.964664,823084200.567644,848780364.670543,
"Macao SAR, China",MAC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Military expenditure (current USD),MS.MIL.XPND.CD,41596762.3688615,48275957.4665694,53848540.35874,74893933.1961925,69993222.0002411,63175700.376841,67938085.0471002,70348918.7805924,90900288.3120014,84972008.6394796,88924195.0878275,111288010.202061,140446991.603665,185783993.844536,241889161.214435,413326127.886805,577239433.305199,731455472.037483,772559381.952495,896353802.001985,1117955622.16605,975581462.792181,959485440.858573,628153422.9932,512454401.205829,692472049.689441,728545632.680319,815386106.13657,917269144.795746,990555090.202011,1069720491.9962,1148445710.41342,1228526552.8756,1251786538.13271,1365250018.74448,1437898700.73909,1447128689.24308,1400949500.95045,1444959716.46388,1207516609.85555,859151483.21036,1470317614.79253,1474874326.26173,1819230070.24998,1937523821.55205,2031131380.56246,2134594876.06275,2408350249.5627,2944958472.736,3055069441.85873,3160804832.03361,3342698955.60745,3402700835.84055,4065552316.93534,4048612524.35018,3268363375.66571,3327031889.64856,3461461531.38359,3696856944.7441,3721323837.45287,4830956393.51169,5378366535.20747,4995028073.83515,
Monaco,MCO,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13345789.4034432,15354611.1613038,17410750.976516,10613141.6761316,5990984.99400901,5090797.96046388,5961865.82304063,6978372.20441399,8246742.536698,9378005.9531051,11960379.6945935,16449497.7572328,22718473.7930296,36845650.5003849,24906387.2686685,18335718.2702336,22966963.6924335,23870072.823951,26710522.1342994,27565559.8376303,23051814.5944779,27431006.0797226,30926160.5431569,37404689.5300252,43009328.5730738,44533780.6571032,52293263.1819741,47749815.1137537,
Madagascar,MDG,Military expenditure (current USD),MS.MIL.XPND.CD,1604193.58889704,8482781.25037978,9179552.20313304,8956747.53800845,9455019.78910526,10710827.9016257,11342782.9517972,12112471.7949549,13044200.3945668,13014516.1911363,12134982.778767,12755677.3589433,16129256.2488468,20346496.1180142,25882465.3567563,30189630.0720445,33040454.1545389,43959890.6701238,52181427.4002349,81891303.6324575,90402004.9366121,86482746.692035,,,55059872.1917297,50869844.1450621,50566283.2303279,36662411.2082229,32904438.5458086,30247467.9439206,37948124.1780416,34707087.4378868,23102633.3648969,37830790.8150602,27580945.6743395,27170664.1222985,49442905.5093875,52544736.6870298,50446576.2487595,45036442.9167064,47210934.6139638,65037565.4549594,57743396.8339932,72517018.8883416,54471710.0264332,54018162.483837,53914017.6445876,81936943.6676841,103271539.537688,70985221.4230579,56922892.8921745,71989808.0113771,68636017.8043436,71877874.4942023,69676655.2533081,58932847.7562419,59394995.9205237,66906090.1851672,73258425.2386784,76576631.109179,87357752.0692398,99185920.0335487,97968272.5305817,
Maldives,MDV,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Military expenditure (current USD),MS.MIL.XPND.CD,,,1125192643.84675,1271785045.51603,1612076317.63763,1868815255.62415,2123457137.09153,2561185051.17153,3092527698.99722,3736184749.35002,4740392697.26287,4898392460.991,5434448569.51689,8075325075.63267,13202099857.4782,16109376812.447,18294012644.726,31636892358.6844,34585261554.9589,36102076213.3678,43135606777.3052,52423006078.1627,54348336081.1487,49369620348.223,50690858645.5315,47410788611.55,30196920409.2331,50639365261.9718,54321976762.5164,46431052015.8602,58318651340.933,66538849884.7984,59660291298.7177,38543830294.694,38660940346.0616,36992239722.097,38425627586.5817,48598948095.9276,52641219680.3935,50758925544.9155,56795438990.077,61240521738.3923,51583961416.6755,54138135926.0793,61157270756.4441,69188725060.0441,77663587928.3061,91907534246.1308,107852016426.254,113606706758.105,125471580583.387,137355315414.883,152909950383.076,170812339250.413,182712915017.231,162588687651.948,138710369475.686,147808992188.575,150363767731.754,136784441193.728,133764791363.339,150567279733.758,167862457720.582,
Mexico,MEX,Military expenditure (current USD),MS.MIL.XPND.CD,84000000,86400000,99200000,112000000,120000000,119200000,130400000,133600000,148800000,180000000,176800000,191200000,242400000,300800000,407200000,504800000,531576968.455445,437692985.836999,518287192.596399,679663588.44835,810422203.825541,1284948561.26553,858130162.743322,778556797.175546,1155945372.64342,1241863651.93559,817296611.651707,813391574.395217,981914645.573685,1153375828.26522,1210872502.31103,1459136040.92194,1824550066.238,2122980337.78189,2635284078.78831,1562615372.39288,1882873102.65874,2184061042.17234,2263223453.48751,2652912012.04971,3031454509.30458,3229469276.43396,3172268733.5076,2960496802.29864,2854385964.91228,3123454977.56449,3035131018.79037,4223037645.72391,4334654123.65113,4514233914.23391,4789031339.03134,5498458541.61133,5717035574.62318,6473144378.32759,6758693845.00224,5468837811.91633,5336875740.46474,5062076645.82129,5839521271.01987,6650808254.06726,8044880863.7379,8680832593.46947,8535523803.99272,
Marshall Islands,MHL,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81021021165.1027,83265280609.0148,78530564037.4328,85152552627.3464,80521492355.4501,90357719303.504,102061410414.677,112034606062.041,119170125951.918,109138093826.256,112309403833.739,121186955737.171,129035738076.98,130303318778.919,156293732528.883,182536184503.742,212534599470.823,208289072726.316,253169490301.792,309694858594.504,328545157679.47,372394553100.511,423451658227.24,465347093974.153,502102119549.597,517850327162.635,494791748387.102,501155430136.6,532001149763.719,550050149960.986,557286191428.129,563187443398.841,605865526385.885,669090201504.066,
North Macedonia,MKD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12365185.1342996,,,,130636725.852966,83254172.2079454,78991291.1275263,66236920.4489137,69828947.9074835,226303002.332551,106309576.719741,115827201.720104,135256294.791125,127003654.35225,126008876.72176,162567237.054492,172658158.914868,158716661.451318,130021469.106429,132461994.809047,119410402.524102,126506348.703425,124185105.67971,99983659.5643541,103520137.268395,100754692.052761,119606163.967345,146093380.399578,153537482.895077,205575047.977204,224960256.366941,
Mali,MLI,Military expenditure (current USD),MS.MIL.XPND.CD,,3922368.09916008,4342608.99377178,4375224.47513632,5174939.90458194,4647822.3789179,4636149.756999,5081280.15739773,5251146.16363379,5673928.01227876,6150439.75644259,6323435.83886305,8332407.51027664,10974072.2960756,11632496.2090526,19130897.3324063,21761874.8692195,26050146.5320742,31020668.6283547,36197478.3990372,38337750.85195,31648946.9364923,29518633.2568486,26767016.7372581,25402957.270395,29826627.1649346,37539055.0553557,44254118.4612876,48011066.0471113,46080349.0821547,52155069.5094852,,,44497338.9884978,29898866.1845625,40468959.1063172,39683160.2652321,40262546.0663493,41020286.3961814,43852596.8046075,43681247.6825062,44881650.2259771,49355225.6279879,66758430.8327598,77420331.8284638,86450742.0355358,96004895.8671996,110376888.039444,142919351.056822,144434608.395844,146786545.710784,161062674.572866,148865779.870604,153833697.676302,218118403.124955,309170682.221659,362398902.198564,460196191.968391,481728184.477863,475638185.672011,593865883.538673,652883353.286504,515070125.173362,
Malta,MLT,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,12948712.0830855,16531995.1017929,23148953.5132234,22383605.5108486,21308781.4648833,21152027.6659552,21744818.1247103,26692690.8062996,24637705.5715577,27870262.1406315,31144859.9551321,33296174.8165298,31142214.8911819,29081268.4140846,27986620.6626388,25353948.0516936,27119323.113905,28403690.7967686,34125502.0046044,40526469.1888229,52498963.3175824,44434425.8372603,49263377.1156559,56032519.1342879,59110111.5104266,58728949.9301366,55893126.4813618,49922008.9066599,53789438.883423,56514879.9166599,51796606.4101142,59672922.9895778,64235888.1657335,66869091.0378528,80267577.2503359,86287472.9283027,87950567.6442762,86972641.2951105,
Myanmar,MMR,Military expenditure (current USD),MS.MIL.XPND.CD,89512589.5125895,85617085.6170856,90704340.7043407,100322350.32235,97912597.9125979,107241857.241857,105456855.456855,102039102.039102,104590604.590605,114418614.418614,122781872.781873,127758749.506804,117181275.174055,152452317.457742,159999341.90502,138923723.23416,155142207.477541,169293678.193446,183429289.25931,190866354.07303,202083467.163444,205288116.626087,195419415.596713,192169991.457716,188720829.263652,196758644.695776,231843369.647958,203653743.546581,255256828.481799,550194633.775299,814025583.097738,942677085.156834,1370457676.51236,2061809623.88967,2801966891.5515,3932079180.66574,4675441101.66842,4780529107.64952,5873097951.17891,6950081055.84183,9030564408.83695,9464417217.00245,11000356815.9372,24189109502.7961,29853914082.9132,32954262250.8452,,,,,,,2969236076.31588,2366989084.91061,2372895911.61414,2552370441.82802,2455784120.1322,2221961060.22858,1529364477.94262,1532077146.00976,2498229137.93854,2107821054.82015,1856927850.3028,
Middle East & North Africa (excluding high income),MNA,Military expenditure (current USD),MS.MIL.XPND.CD,,,830366247.127377,898756403.568709,1209936500.13453,1377119764.78733,1447511440.97625,1619448660.82588,2063859060.89635,2434848924.581,2940450713.07057,2926376519.37363,2884692069.84683,3692077784.9576,9018175972.01506,11811320227.5919,14029958785.4548,15567772469.1943,16635149106.3289,13468421662.7768,15663928615.8328,19848617713.6772,18408933630.144,19260333504.819,19718052260.3249,21042347834.8556,23014665190.5313,26640910389.8562,29902331138.9622,23794707449.6877,23973651072.6335,25485869355.5368,28847511037.3826,9615943061.78234,11480428475.0854,10305380498.6992,11552504466.878,14266542970.3479,15714397096.4602,16534094809.8308,17969079399.2528,21006532269.0771,13822928320.1414,14895915018.6659,17799251116.2232,20568797356.167,23297586767.875,26980442527.9123,33267383030.1808,35336902861.847,38062236170.397,43058914278.6069,46439276404.7989,48117797840.9382,45880659512.3478,44183221394.693,41655105461.5816,42887738359.7635,39526529697.1509,35520008545.692,32861995831.0356,35160942753.391,38535068984.2503,
Montenegro,MNE,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60811819.1314729,62347815.5056634,64190474.6262855,85106382.9787234,76683387.9054183,75094861.8956486,79376663.8168915,67712201.3018217,64836243.0774909,67544018.0425184,56891427.3039814,61714551.6100205,65734886.3769336,75365603.2010198,73962158.5311241,82920323.7205061,91137653.7369915,98011519.0118387,
Mongolia,MNG,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,110838314.608565,33041891.2017593,14057102.955483,16393641.2249437,21281148.7852559,21608196.8917019,18692594.3553859,19920839.9339698,18021861.8806698,24265559.5493512,23124715.313838,25282128.4145869,24333211.2268216,27749093.0566101,29797967.2267164,39189624.4808002,56561859.1934381,66749871.3329902,37633746.0008346,54855717.5069636,87157848.1572792,113622769.928844,103464069.871976,105114434.894888,101733069.81011,96366789.8371294,87511743.4962015,96067489.8598111,99729483.1666539,112178387.650086,108262099.236641,118357804.459691,
Northern Mariana Islands,MNP,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,39135467.9154937,76333333.3333333,78000000,92283380.9667842,99294190.8655002,102992610.47877,116316977.450832,136654509.127579,148214364.287749,170669991.021274,83582418.1115877,63852700.3974116,79069105.5928304,84598999.6652635,71803523.2524905,59605412.1714252,59366482.2003799,72864691.9231145,33465088.2669406,36037790.9808123,42014622.8213036,49264817.3412157,56516191.6540771,55361458.4427866,50619215.9817616,53509586.958358,59771342.5530752,77630605.8552873,62247951.0862495,57439135.7752512,68625364.2566069,83709455.7336033,84302809.4031971,99189931.713982,118871183.035407,139100553.342967,157892114.36316,173752248.992546,134033726.386182,110463709.309065,129258386.223763,196535452.84959,217451322.290032,288258945.94244,309999693.54295,281867460.441799,
Mauritania,MRT,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,41058571.7065577,42460504.2016807,43720551.2308757,42983864.1098686,38879724.5066285,40181617.4372589,39440703.4893796,39378674.1555475,30155786.9642236,29488165.081934,31987855.2493681,37887510.7490053,41599441.5651979,25610687.8329336,31959678.1122025,37878312.2595983,51852489.3497999,36281137.414946,62449150.2870395,0,66659636.648489,81906180.1935964,,123323383.836476,114824329.371946,,,142299912.345762,144215483.467584,144844330.663143,132931217.691719,136064875.96938,143769318.593189,159013352.980386,162397954.976499,198530037.214248,230935492.879084,225352135.53644,
Mauritius,MUS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,270900.270900271,336600.336600337,414000.414000414,473954.383713469,543220.699331089,643113.994711766,789047.321798046,1086812.23866729,1317065.57789246,1422666.71307991,1752316.54624899,2480933.27478436,5537271.49808245,5332041.25981644,2828236.37617843,2934342.48517879,2623131.38120186,2363606.9289299,2896096.9524149,3649578.35722384,4688302.31363998,6327951.84199137,9183570.4914724,10496859.8864065,11427598.4373394,10777425.2039891,11853856.2615532,13447369.480568,12973518.0882656,9801826.44498582,8456738.92475628,9040808.70966973,9360142.63074485,8977215.38107679,9502035.9121554,10882927.441177,10935141.9168318,10886148.046189,10814271.4322208,11632288.742627,15580188.9444976,15316115.8705624,14874416.9124622,17512018.3933672,16662229.6173045,23200896.376061,19744222.0827661,17086605.4135158,21999438.0281682,22633506.6411266,23017460.7749502,22131218.9596584,18478399.3883013,19737978.3375688,20257186.8061784,
Malawi,MWI,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,1771001.77100177,1848001.84800185,2133370.89170761,1881000.7524003,1959000.78360031,2055000.82200033,2343860.94977217,2697870.8964292,4711557.47489814,5304902.62160263,9362342.02675749,9205803.65406332,13625117.3958499,25570521.899389,43029681.2987986,53134112.2231854,38506688.8268612,26977480.0807193,22217303.9599578,18839590.2022103,19811238.4387179,24743830.1622185,21643561.4875449,20167493.0699254,22781135.849713,24312172.026619,23704121.1995819,25238116.3828512,25728062.7240062,17060803.0767822,11047717.5029607,20152203.0244635,26407487.1383223,14474120.3693274,14402979.4887963,11727501.4359178,12681914.697641,14815169.7949837,13118825.8537962,21965738.5810575,38213561.898328,31090549.5022571,33599605.5931465,44464251.4036848,58797381.8243641,49984217.9058656,52804842.9862952,46155953.6903969,62925520.091546,49454535.9108862,40793415.429498,35748121.98667,47416537.0668233,58369173.4379987,85181934.9548313,98863990.7621744,92570438.5525757,75833504.0670679,
Malaysia,MYS,Military expenditure (current USD),MS.MIL.XPND.CD,51286741.8872214,42466728.9512025,43773397.5343164,60760089.1147974,84606790.7566264,118580173.917588,148633551.329209,143406876.996753,148306884.18343,143733544.142531,199593626.070652,228027756.482082,251103008.980125,296726189.258103,397163356.279626,440725547.042752,439885582.533631,637879477.345121,607070689.625395,778636837.199101,1035886222.48355,1446539242.74777,1438303666.62527,1342380183.09101,1273659777.09887,1076905728.46189,894074625.015495,1334714483.02138,855741986.726644,1019255474.66812,1125007856.20011,1571959986.47307,1766520895.9794,1923398171.7811,2120597806.61977,2444098386.83916,2420963933.95709,2089087477.20559,1158657313.14835,1663289473.68421,1533157894.73684,1934473684.21053,2237894736.84211,2881578947.36842,2823157894.73684,3120337779.13913,3266197405.79797,3970537327.23988,4411795565.12172,3964817704.63896,3854285350.61113,4692483660.13072,4507252007.25201,4915722759.45679,4919245322.85852,4532069852.24432,4169374000.50693,3494832256.87397,3445043719.60008,3265281468.95385,3374583531.65159,3675489012.31587,3670650686.93258,
North America,NAC,Military expenditure (current USD),MS.MIL.XPND.CD,49048995381.6233,51557591486.142,56322256358.2702,56171307476.0115,55089784341.1511,56136495803.1995,68057174354.333,80173942606.702,86126297035.3938,86760274181.9462,85297150922.795,80315639604.5052,82941807997.1814,83832855362.7123,92088385869.1017,95261844243.8356,98297056814.863,108417393497.934,117351222226.128,130964072854.408,148432757123.749,181700003462.262,227690864040.092,230374269077.394,252498964052.473,279623792631.451,303326360543.433,312781095850.685,319558604985.234,332613693496.958,336543945832.925,310711282413.826,335822539078.744,326988266369.451,317661377639.788,305030001633.029,296576553150.179,301112965973.837,298744663072.415,306305669862.246,328385709441.92,340181181997.019,386958538035.058,450490315187.705,504335865990.453,546191132963.623,573144892802.99,607003139931.105,676098058404.558,724853226051.964,757320688825.037,773681720863.722,745657107110.974,697744731209.944,665642640477.685,651767280894.741,657639218543.074,669022623323.323,705220727580.34,756738975659.382,801479974049.217,831592440829.346,903839515904.734,
